asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,product_availability,climate_pledge_friendly,sales_volume,delivery,has_variations,unit_price,unit_count,coupon_text
B0CV4NH5T9,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Lilac",$349.99 ,$399.99 ,USD,4.4,266,3,$313.91 ,FALSE,FALSE,TRUE,,TRUE,500+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B09BTB5MKT,Motorola Moto G Pure | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 3/32GB | 13MP Camera | Deep Indigo,$98.93 ,$159.99 ,USD,4.1,2079,7,$80.04 ,FALSE,FALSE,TRUE,,FALSE,300+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B0BV5SV5HL,Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green),$799.99 ,$859.99 ,USD,4.4,380,11,$759.50 ,FALSE,FALSE,FALSE,,FALSE,400+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20",FALSE,,,
B09LKXHWCF,"Apple iPhone 13 Mini, 128GB, Blue - Unlocked (Renewed)",$355.81 ,$415.00 ,USD,4.1,4265,20,$303.99 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B092NTYZ78,"Panasonic Compact Cordless Phone with DECT 6.0, 1.6&quot; Amber LCD and Illuminated HS Keypad, Call Block, Caller ID, Multiple Display Languages - 1 Handset - KX-TGB810S (Black/Silver)",$19.89 ,$24.99 ,USD,4.2,5617,3,$12.14 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B07P6Y7954,"Apple iPhone XR, 64GB, Black - Unlocked (Renewed)",$187.00 ,,USD,4.4,64977,22,$155.99 ,FALSE,FALSE,FALSE,,TRUE,2K+ bought in past month,"FREE delivery Tomorrow, Sep 20",TRUE,,,
B09V5LDZQ4,"Samsung Galaxy S22 Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera &amp; Video, Brightest Display, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black (Renewed)",$225.62 ,$379.99 ,USD,4,1980,38,$204.00 ,FALSE,FALSE,FALSE,Only 11 left in stock - order soon.,FALSE,2K+ bought in past month,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 11 left in stock - order soon.",TRUE,,,
B0CQ9SZJN6,"OnePlus 12R, 16GB RAM+256GB, Dual-SIM, US Factory Unlocked Android Smartphone, 5500 mAh Battery, 50MP Camera, 80W Fast Charging, 2024, Iron Gray",$549.99 ,$599.99 ,USD,4.4,397,2,$493.11 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B09SNPBN6B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/64GB | 50 MP Camera | Dark Grove,$179.99 ,$199.99 ,USD,4.2,10670,6,$79.79 ,FALSE,FALSE,TRUE,Only 17 left in stock - order soon.,FALSE,List: ,"FREE delivery Tue, Sep 24 Only 17 left in stock - order soon.",TRUE,,,
B09LG4PSB6,Samsung Galaxy S20 FE 5G 128GB Blue Verizon (Renewed),$152.93 ,$478.98 ,USD,4.1,1184,31,$133.99 ,FALSE,FALSE,FALSE,Only 20 left in stock - order soon.,TRUE,500+ bought in past month,FREE delivery Sep 23 - 24 Only 20 left in stock - order soon.,TRUE,,,
B0CSB1GX4H,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Yellow,$133.00 ,,USD,4.2,269,16,$119.50 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0BLZN9NDG,"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5&#x27;&#x27; GSM Unlocked,International Version-Black",$88.99 ,$105.00 ,USD,3.8,700,10,$70.00 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B079Z792J7,Motorola G6 – 32 GB – Unlocked (AT&amp;T/Sprint/T-Mobile/Verizon) – Black - (U.S. Warranty) - PAAE0000US,$69.72 ,,USD,4.2,2049,3,$59.95 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B08WF93R89,"Samsung Galaxy S21 5G, US Version, 256GB, Phantom Gray - Unlocked (Renewed)",$238.99 ,$849.99 ,USD,4,1038,15,$164.99 ,FALSE,FALSE,FALSE,Only 2 left in stock - order soon.,TRUE,400+ bought in past month,FREE delivery Sep 23 - 25 Only 2 left in stock - order soon.,TRUE,,,
B09XP9FX25,"Samsung Galaxy A53 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB, 6.5” FHD Super AMOLED Screen, Long Battery Life, US Version, Black (Renewed)",$169.99 ,$189.00 ,USD,3.9,411,14,$127.16 ,FALSE,FALSE,FALSE,Only 3 left in stock - order soon.,FALSE,200+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon.",FALSE,,,
B0991J62ZY,"Samsung Galaxy A12 (32GB, 3GB) 6.5&quot; HD+, Quad Camera, 5000mAh Battery, Global 4G Volte (AT&amp;T Unlocked for T-Mobile, Verizon, Metro) A125U (Black) (Renewed)",$85.99 ,,USD,3.8,1684,29,$74.74 ,FALSE,FALSE,FALSE,Only 15 left in stock - order soon.,TRUE,1K+ bought in past month,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 15 left in stock - order soon.",TRUE,,,
B0BDP9S53V,SAMSUNG S21 FE 128GB GRAY TMOBILE (Renewed),$169.99 ,$188.00 ,USD,4,131,19,$162.82 ,FALSE,FALSE,FALSE,,FALSE,50+ bought in past month,FREE delivery,TRUE,,,
B07T1LXD8P,"Apple iPhone XR, Fully Unlocked, 64 GB - Black (Renewed)",$187.00 ,,USD,4.3,383,8,$169.99 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Tomorrow, Sep 20",FALSE,,,
B0CQ5C2274,"Samsung Galaxy A15 (SM-A155F/DSN), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue Black)",$142.49 ,,USD,4.1,1686,6,$99.50 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CSGK59ZB,"Panasonic Corded/Cordless Phone with Advanced Call Block, 2-Way Recording and Digital Answering Machine, 2 Handsets Expandable up to 6 Cordless Handsets - KX-TGF852B (Black)",$99.99 ,,USD,4.4,131,4,$74.99 ,FALSE,FALSE,TRUE,,FALSE,600+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B07C4WX72D,"VTech SN5147 Amplified Corded/Cordless Senior Phone with Answering Machine, Call Blocking, 90dB Extra-loud Visual Ringer, One-touch Audio Assist on Handset up to 50dB, White",$63.98 ,$109.95 ,USD,4,6350,23,$29.95 ,FALSE,FALSE,FALSE,Only 10 left in stock - order soon.,FALSE,1K+ bought in past month,FREE deliveryOnly 10 left in stock - order soon.,FALSE,,,
B09Z8P34NM,"SAMSUNG Galaxy A13 LTE, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 50MP Camera, US Version, 32GB, Black (Renewed)",$89.55 ,,USD,4,557,26,$81.40 ,FALSE,FALSE,FALSE,Only 1 left in stock - order soon.,FALSE,1K+ bought in past month,FREE delivery Sep 20 - 23 Only 1 left in stock - order soon.,FALSE,,,
B0CYQ916ZY,"Google Pixel 8a - Unlocked Android Phone with Google AI, Advanced Pixel Camera and 24-Hour Battery - Obsidian - 128 GB",$399.00 ,$499.00 ,USD,4.2,400,2,$383.04 ,FALSE,FALSE,TRUE,,TRUE,1K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B07WRDT6DS,"Motorola O212 DECT 6.0 Long Range Cordless Phone - Wireless Phones for Home &amp; Office Phone with Answering Machine - Indoors and Outdoors, Water &amp; Dust Resistant, IP67 Certified - Black, 2 Handsets",$129.95 ,,USD,4,501,1,$129.95 ,FALSE,FALSE,TRUE,,FALSE,100+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CRFB8HW4,"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7&quot; Dual SIM Fully Unlocked Global 4G LTE A055M/DS (Black)",$111.07 ,$119.99 ,USD,4,101,10,$94.76 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Wed, Sep 25",TRUE,,,
B09D2ZJLLV,Panasonic KX-TG994 DECT 6.0 Bluetooth 4-Handset Phone Bundle,$89.97 ,,USD,4.4,382,14,$79.00 ,FALSE,FALSE,TRUE,,FALSE,700+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0BZG31S2R,"Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth, Voice Assistant and Advanced Call Blocking, Expandable System with 4 Handsets - KX-TGD864W (White)",$99.99 ,$119.99 ,USD,4.4,1332,7,$46.20 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CMDRFVTL,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet",$859.99 ,,USD,4.4,424,2,$724.02 ,FALSE,FALSE,TRUE,,TRUE,100+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0CTW8TXGH,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,$49.99 ,,USD,4.3,49,1,$49.99 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CCSZZGT7,"TracFone Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",$49.99 ,,USD,4,265,1,$49.99 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B00839N5O8,VTech CS6649 Expandable Corded/Cordless Phone System with Answering System-Caller ID/Call Waiting &amp; Handset/Base Speakerphones,$54.95 ,,USD,4.3,7887,2,$36.84 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,Save $4.00 with coupon
B0CV1FCLLR,"Motorola Moto G14 Dual SIM (2023) 4G LTE (4/128GB) 6.5&quot;&quot; IPS LDC Display | Android 13 | 50MP Rear Camera | 5000mAh Battery | International Model - (Steel Gray), XT2341-2",$103.12 ,$149.99 ,USD,3.8,37,7,$102.96 ,FALSE,FALSE,TRUE,Only 6 left in stock - order soon.,FALSE,400+ bought in past month,"FREE delivery Wed, Oct 2 Only 6 left in stock - order soon.",TRUE,,,
B0CQ5JGH2Y,"OnePlus 12,16GB RAM+512GB,Dual-SIM,Unlocked Android Smartphone,Supports 50W Wireless Charging,Latest Mobile Processor,Advanced Hasselblad Camera,5400 mAh Battery,2024,Flowy Emerald",$799.99 ,$899.99 ,USD,4.5,506,2,$715.67 ,FALSE,FALSE,TRUE,,FALSE,400+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CTBCDCDH,Samsung Galaxy A05s A057M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Light Violet,$117.90 ,,USD,4.2,62,1,$117.90 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B000050FZP,"AT&amp;T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, White",$15.95 ,$18.86 ,USD,4.2,19530,49,$8.61 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Thu, Sep 26 on $35 of items shipped by AmazonOr fastest delivery Tue, Sep 24",FALSE,,,
B09R1RKWPM,"AT&amp;T TRIMLINE 210 Corded Home Phone, No AC Power Required, Improved Easy-Wall-Mount, Lighted Big Button Keypad, 13 SpeedDial Keys, Last Number Redial, Mute, Flash, Volume Control, Beige",$16.14 ,$16.95 ,USD,4.3,2962,3,$9.65 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B0BNMD2NLP,"AT&amp;T GL2101 DECT 6.0 Cordless Home Phone with Call Block, Caller ID, Full-Duplex Handset Speakerphone, 2&quot; White Backlit Display, Lighted Keypad (Graphite &amp; Black)",$24.95 ,,USD,4.4,1293,3,$14.85 ,FALSE,FALSE,TRUE,,FALSE,300+ bought in past month,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",FALSE,,,
B0BBWDM8MC,"Nokia G100 | Verizon, T-Mobile, AT&amp;T | Android 12 | Unlocked Smartphone | 3-Day Battery | US Version | 4/128GB | 6.52-Inch Screen | 13MP Triple Camera | Polar Night",$99.99 ,,USD,3.3,172,2,$56.08 ,FALSE,FALSE,TRUE,,FALSE,100+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0D3LB85H2,"DOOGEE S118 4G Rugged Smartphone Unlocked,MTK G99 Android 14 20GB+512GB Waterproof Cell Phone, 6.58&quot; FHD+ 120Hz,10800mAh+ 33W,50MP Rear+32MP Front Rugged Phone, Dual SIM/OTG/GPS/NFC Black",$299.99 ,,USD,3.8,31,1,$299.99 ,FALSE,FALSE,TRUE,,FALSE,,"FREE delivery Tue, Sep 24",TRUE,,,
B0CRWKVZVP,"SAMSUNG Galaxy A15 5G 128GB, 6.5&quot;, GSM Unlocked, International Model A156M/DSN (Blue Black)",$159.99 ,,USD,4.1,89,6,$127.70 ,FALSE,FALSE,TRUE,Only 8 left in stock - order soon.,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24 Only 8 left in stock - order soon.",FALSE,,,
B0CN1Q2X3B,"SAMSUNG Galaxy A25 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Stereo Speakers, US Version, 2024, Black",$249.99 ,$299.99 ,USD,3.4,262,2,$164.31 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CRWT7WF1,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,$98.00 ,$118.97 ,USD,4,115,14,$95.97 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B07ZHPCJW3,OnePlus 7T 8GB RAM 128GB ROM US Model HD1905 Factory Unlocked 6.55 inch AMOLED 90Hz Display Dual SIM Frosted Silver US Warranty,,,,3.8,20,1,,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,,
B07VCB7P1L,Kyocera DuraForce Pro 2 with Sapphire Shield E6910 Black - Verizon (Renewed),$72.25 ,$91.00 ,USD,3.5,381,7,$64.30 ,FALSE,FALSE,TRUE,,TRUE,50+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B084KS5WYC,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),$69.07 ,$77.00 ,USD,3.9,3440,26,$68.95 ,FALSE,FALSE,FALSE,,TRUE,500+ bought in past month,"FREE delivery Sat, Sep 21",FALSE,,,
B0CNL663BM,Apple iPhone 8 64GB Unlocked - Gray,$120.00 ,$139.00 ,USD,4.1,269,10,$89.99 ,FALSE,FALSE,FALSE,,FALSE,1K+ bought in past month,"FREE delivery Sat, Sep 21",FALSE,,,
B08NFCZGJF,"Samsung Galaxy A01 SM-A015A 16GB 5.7” Single-SIM Android Smartphone (Renewed) (Black, GSM Unlocked)",$68.00 ,,USD,3.8,310,2,$67.89 ,FALSE,FALSE,TRUE,Only 20 left in stock - order soon.,TRUE,100+ bought in past month,"FREE delivery Tue, Sep 24 Only 20 left in stock - order soon.",FALSE,,,
B092499CS7,"AT&amp;T CL82267 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black &amp; Wood Grain Finish",$46.49 ,$65.95 ,USD,4.3,7573,2,$32.72 ,FALSE,FALSE,TRUE,,FALSE,300+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0D79Z15XR,Samsung Galaxy A15 5G + 4G LTE (256GB + 8GB) Unlocked (T-Mobile Mint Tello &amp; Global) SM-A156M/DSN Dual Sim Warranty Latin America 6.5&quot; 50MP Triple + (15W Wall Charger) (Blue/Black 1 Year Latin),$174.99 ,,USD,,0,1,$174.99 ,FALSE,FALSE,TRUE,Only 8 left in stock - order soon.,FALSE,,"FREE delivery Fri, Sep 27 Only 8 left in stock - order soon.",FALSE,,,
B0CF2PV74C,Motorola Moto G54 Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,$154.98 ,$177.00 ,USD,4.4,1073,6,$139.50 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CGTKM9WC,"Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Hazel - 128 GB",$499.00 ,$699.00 ,USD,4.3,2391,5,$475.00 ,FALSE,FALSE,TRUE,,TRUE,400+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0CXTBZWQH,"DOOGEE N55 Android 14 Cell Phone,9GB+128GB Expandable 1TB Android Phone,6.56&quot; HD+ 90Hz Unlocked Cell Phone,5150mAh Battery,13MP+8MP,Dual SIM 4G Phone,Face Unlock,OTG/T-Mobile",$139.99 ,,USD,4.4,48,1,$139.99 ,FALSE,FALSE,TRUE,,FALSE,50+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B09VD33WHW,Samsung Galaxy S22 Ultra 5G Unlocked - 128GB - Black (Renewed),$389.00 ,,USD,3.9,3876,34,$339.00 ,FALSE,FALSE,FALSE,,FALSE,1K+ bought in past month,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20",TRUE,,,
B0B8F1S1XG,"AT&amp;T CL82219 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",$51.60 ,$65.95 ,USD,4.3,574,6,$27.67 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0CD8YMKWC,"SAMSUNG Galaxy S23 FE Cell Phone, 256GB, Unlocked Android Smartphone, Long Battery Life, Premium Processor, Tough Gorilla Glass Display, Hi-Res 50MP Camera, US Version, 2023, Cream",$559.99 ,$659.99 ,USD,4.5,1159,2,$451.85 ,FALSE,FALSE,TRUE,,TRUE,100+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
B0D96WTMNT,"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Blue)",$162.50 ,,USD,4.3,42,5,$127.70 ,FALSE,FALSE,TRUE,Only 20 left in stock - order soon.,FALSE,500+ bought in past month,"FREE delivery Fri, Sep 27 Only 20 left in stock - order soon.",TRUE,,,
B096YK3RN9,"SAMSUNG Galaxy S21+ Plus G996U| Fully Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB - Phantom Silver - (Renewed)",$246.00 ,,USD,4,1340,21,$187.00 ,FALSE,FALSE,FALSE,Only 5 left in stock - order soon.,TRUE,100+ bought in past month,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",TRUE,,,
B0BTTQGVVW,"Cat S22 Flip (16GB) 2.8&quot; Touchscreen, Android 11, IP68 Water Resistant, 4G LTE GSM (T-Mobile Unlocked for MetroPCS, Global) (Black)",$64.94 ,,USD,3.9,1492,9,$49.90 ,FALSE,FALSE,FALSE,,FALSE,1K+ bought in past month,FREE delivery,FALSE,,,
B0BHHJV7W9,"AT&amp;T CL82507 DECT 6.0 5-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver (CL82507)",$117.77 ,,USD,4.3,20608,4,$57.19 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,$23.55 ,5,
B0DB88HK1Z,Reno 11 Pro Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 8GB+256GB Android 13 Smartphone 6000 mAh Large Battery Unlocked Phone 50MP+13MP Camera Dual SIM (Rock Grey),$99.99 ,$119.99 ,USD,2.8,6,1,$99.99 ,FALSE,FALSE,TRUE,,FALSE,List: ,"FREE delivery Wed, Sep 25",TRUE,,,
B0BP8GMBPF,ONEPLUS 10T | Moonstone Black | 5G Unlocked Android Smartphone U.S Version | 8GB RAM+128GB Storage (Renewed),$204.95 ,$389.00 ,USD,3.8,73,1,$204.95 ,FALSE,FALSE,TRUE,,FALSE,200+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0B8F1S1XG,"AT&amp;T CL82219 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black",$51.60 ,$65.95 ,USD,4.3,574,6,$27.67 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B0D6YZ4PQB,"CUBOT KingKong X Rugged Smartphone 5G- 32GB RAM+512GB ROM Cell Phones, 10200mAh Battery, 100MP Camera, 6.58&quot; FHD+1.85&quot; Dual Screen, IP68/IP69K Phone Unlocked, 5G Dual SIM Android 14 Phone, NFC/GPS/OTG",$399.99 ,,USD,4.1,56,1,$399.99 ,FALSE,FALSE,TRUE,,FALSE,50+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,,,
B096YK3RN9,"SAMSUNG Galaxy S21+ Plus G996U| Fully Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB - Phantom Silver - (Renewed)",$246.00 ,,USD,4,1340,21,$187.00 ,FALSE,FALSE,FALSE,Only 5 left in stock - order soon.,TRUE,100+ bought in past month,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",TRUE,,,
B0DB88HK1Z,Reno 11 Pro Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 8GB+256GB Android 13 Smartphone 6000 mAh Large Battery Unlocked Phone 50MP+13MP Camera Dual SIM (Rock Grey),$99.99 ,$119.99 ,USD,2.8,6,1,$99.99 ,FALSE,FALSE,TRUE,,FALSE,List: ,"FREE delivery Wed, Sep 25",TRUE,,,
B0CBNMDSTH,TCL FLIP 4056W 4GB 4G Unlocked GSM Flip Phone - for Senior Easy Use Gray,$62.99 ,,USD,3.6,15,1,$62.99 ,FALSE,FALSE,FALSE,,FALSE,,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23",FALSE,,,
B0BHHJV7W9,"AT&amp;T CL82507 DECT 6.0 5-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver (CL82507)",$117.77 ,,USD,4.3,20608,4,$57.19 ,FALSE,FALSE,TRUE,,FALSE,500+ bought in past month,"FREE delivery Tue, Sep 24",FALSE,$23.55 ,5,
B0BTTQGVVW,"Cat S22 Flip (16GB) 2.8&quot; Touchscreen, Android 11, IP68 Water Resistant, 4G LTE GSM (T-Mobile Unlocked for MetroPCS, Global) (Black)",$64.94 ,,USD,3.9,1492,9,$49.90 ,FALSE,FALSE,FALSE,,FALSE,1K+ bought in past month,FREE delivery,FALSE,,,
B0BLD393H7,"Nokia 2780 Flip | Unlocked | KaiOS | Verizon, AT&amp;T, T-Mobile | Blue",$88.00 ,,USD,3.7,809,3,$41.21 ,FALSE,FALSE,TRUE,,FALSE,1K+ bought in past month,"FREE delivery Tue, Sep 24",TRUE,,,
